Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
1644430081,4/18/2016,1271,121,33,15,0,2.45,1.67,1.07
1644430081,4/19/2016,1099,278,58,5,0,5.3,2.53,0.36
1644430081,4/20/2016,1315,125,0,0,0.01,1.76,0,0
1644430081,4/21/2016,1402,38,0,0,0.01,0.88,0,0
1644430081,4/22/2016,1354,86,0,0,0.01,2.66,0,0
1644430081,4/23/2016,1265,160,15,0,0,4.25,0.58,0
1644430081,4/24/2016,1351,89,0,0,0,2.41,0,0
1644430081,4/25/2016,1337,94,1,8,0,1.95,0.06,0.59
1644430081,4/26/2016,1165,223,41,11,0,4.69,1.72,0.8
1644430081,4/27/2016,1322,118,0,0,0,2.2,0,0
1644430081,4/28/2016,1157,227,53,3,0,4.31,2.32,0.2
1644430081,4/29/2016,1193,120,0,0,0,2.31,0,0
1644430081,4/30/2016,816,402,71,9,0,9.46,3.14,0.63
1644430081,05-01-2016,908,146,24,3,0,3.23,0.99,0.24
1644430081,05-02-2016,682,148,7,1,0,2.35,0.31,0.07
1644430081,05-03-2016,1115,221,94,10,0,4.54,4.09,0.72
1644430081,05-04-2016,1388,52,0,0,0.02,1.66,0,0
1644430081,05-05-2016,1341,81,12,6,0.01,2.13,0.54,0.52
1644430081,05-06-2016,1054,369,6,11,0.02,6.01,0.27,0.82
1644430081,05-07-2016,1139,243,17,41,0.01,5.67,0.79,3.26
1644430081,05-08-2016,991,295,0,0,0,4.88,0,0
1644430081,05-09-2016,1099,303,6,32,0.01,2.09,0.35,2.39
1644430081,05-10-2016,1254,155,19,12,0.01,4.97,0.81,0.88
1644430081,05-11-2016,713,49,0,0,0.01,0.95,0,0
1844505072,04-12-2016,1101,339,0,0,0,4.43,0,0
1844505072,4/13/2016,1192,248,0,0,0,3.26,0,0
1844505072,4/14/2016,843,373,0,0,0,5.23,0,0
1844505072,4/15/2016,527,176,0,0,0,2.54,0,0
1844505072,4/16/2016,1293,147,0,0,0,2.26,0,0
1844505072,4/17/2016,1231,199,8,2,0,2.59,0.26,0.14
1844505072,4/18/2016,1211,217,12,0,0,2.56,0.48,0
1844505072,4/19/2016,1430,10,0,0,0,0.13,0,0
1844505072,4/20/2016,1439,1,0,0,0,0.01,0,0
1844505072,4/21/2016,1117,308,13,2,0,4.68,0.52,0.12
1844505072,4/22/2016,1220,220,0,0,0,3.55,0,0
1844505072,4/23/2016,1301,139,0,0,0,2.36,0,0
1844505072,4/24/2016,1440,0,0,0,0,0,0,0
1844505072,4/25/2016,1440,0,0,0,0,0,0,0
1844505072,4/26/2016,1440,0,0,0,0,0,0,0
1844505072,4/27/2016,1439,1,0,0,0,0,0,0
1844505072,4/28/2016,1138,302,0,0,0,4.56,0,0
1844505072,4/29/2016,1082,247,0,0,0,3.25,0,0
1844505072,4/30/2016,218,184,0,0,0,2.65,0,0
1844505072,05-01-2016,585,75,7,0,0,1.45,0.26,0
1844505072,05-02-2016,1440,0,0,0,0,0,0,0
1844505072,05-03-2016,1256,184,0,0,0,2.68,0,0
1844505072,05-04-2016,1353,87,0,0,0,1.37,0,0
1844505072,05-05-2016,1320,120,0,0,0,1.48,0,0
1844505072,05-06-2016,1438,2,0,0,0,0.03,0,0
1844505072,05-07-2016,1440,0,0,0,0,0,0,0
1844505072,05-08-2016,1440,0,0,0,0,0,0,0
1844505072,05-09-2016,1440,0,0,0,0,0,0,0
1844505072,05-10-2016,1440,0,0,0,0,0,0,0
1844505072,05-11-2016,1440,0,0,0,0,0,0,0
1844505072,05-12-2016,711,0,0,0,0,0,0,0
1927972279,04-12-2016,734,55,0,0,0,0.47,0,0
1927972279,4/13/2016,986,32,0,0,0,0.25,0,0
1927972279,4/14/2016,1292,88,9,0,0,1.1,0.4,0
1927972279,4/15/2016,941,51,0,0,0,0.68,0,0
1927972279,4/16/2016,1440,0,0,0,0,0,0,0
1927972279,4/17/2016,1440,0,0,0,0,0,0,0
1927972279,4/18/2016,1423,17,0,0,0,0.17,0,0
1927972279,4/19/2016,1440,0,0,0,0,0,0,0
1927972279,4/20/2016,1440,0,0,0,0,0,0,0
1927972279,4/21/2016,1440,0,0,0,0,0,0,0
1927972279,4/22/2016,1430,10,0,0,0,0.1,0,0
1927972279,4/23/2016,1295,145,0,0,0,2.04,0,0
1927972279,4/24/2016,1358,75,6,1,0,1.14,0.24,0.07
1927972279,4/25/2016,1303,12,0,0,0,0.11,0,0
1927972279,4/26/2016,1058,192,0,0,0,2.6,0,0
1927972279,4/27/2016,1440,0,0,0,0,0,0,0
1927972279,4/28/2016,1167,95,0,0,0,1.16,0,0
1927972279,4/29/2016,1440,0,0,0,0,0,0,0
1927972279,4/30/2016,1440,0,0,0,0,0,0,0
1927972279,05-01-2016,1355,70,1,14,0,0.83,0.03,1.01
1927972279,05-02-2016,1322,94,8,16,0,1.16,0.3,1.16
1927972279,05-03-2016,1413,17,0,10,0,0.18,0,0.73
1927972279,05-04-2016,1353,87,0,0,0,1.24,0,0
1927972279,05-05-2016,1440,0,0,0,0,0,0,0
1927972279,05-06-2016,1332,108,0,0,0,1.45,0,0
1927972279,05-07-2016,1392,48,0,0,0,1.04,0,0
1927972279,05-08-2016,1440,0,0,0,0,0,0,0
1927972279,05-09-2016,1440,0,0,0,0,0,0,0
1927972279,05-10-2016,1440,0,0,0,0,0,0,0
1927972279,05-11-2016,1440,0,0,0,0,0,0,0
1927972279,05-12-2016,966,0,0,0,0,0,0,0
2022484408,04-12-2016,1157,227,14,42,0,4.26,0.77,3.31
2022484408,4/13/2016,1100,292,5,43,0,5.41,0.1,2.99
2022484408,4/14/2016,1148,257,3,32,0,4.82,0.21,2.48
2022484408,4/15/2016,1122,282,9,27,0,5.78,0.31,1.94
2022484408,4/16/2016,1237,151,11,41,0,3.39,0.55,3.15
2022484408,4/17/2016,1052,331,29,28,0,6.88,0.66,3.87
2022484408,4/18/2016,1078,311,3,48,0,6.3,0.12,3.64
2022484408,4/19/2016,1152,250,7,31,0,5,0.24,3.29
2022484408,4/20/2016,1053,276,63,48,0,5.4,1.93,3.34
2022484408,4/21/2016,1028,255,53,104,0,4.31,1.11,3.33
2022484408,4/22/2016,1105,273,10,52,0,4.47,0.42,4.43
2022484408,4/23/2016,1191,249,0,0,0,4.21,0,0
2022484408,4/24/2016,1161,216,26,37,0,4.58,1.15,4.55
2022484408,4/25/2016,1171,217,8,44,0,4.46,0.22,3.33
2022484408,4/26/2016,1086,275,24,55,0,5.11,0.66,1.43
2022484408,4/27/2016,1119,282,20,19,0,5.12,0.97,1.04
2022484408,4/28/2016,1123,291,20,6,0,5.39,1.33,0.41
2022484408,4/29/2016,1098,281,40,21,0,5.5,1.21,0.48
2022484408,4/30/2016,1043,361,23,13,0,10.57,1.4,0.94
2022484408,05-01-2016,1142,245,28,25,0,4.5,0.96,1.94
2022484408,05-02-2016,1119,277,8,36,0,4.33,0.34,2.61
2022484408,05-03-2016,1104,250,14,72,0,4.28,0.46,3.99
2022484408,05-04-2016,1105,272,27,36,0,4.85,0.93,2.51
2022484408,05-05-2016,1112,253,20,55,0,4.7,0.86,2.79
2022484408,05-06-2016,1104,295,17,24,0,4.64,0.67,1.87
2022484408,05-07-2016,1269,149,2,20,0,3.02,0.08,1.61
2022484408,05-08-2016,1305,135,0,0,0,2.31,0,0
2022484408,05-09-2016,1061,297,47,35,0,5.64,1.63,2.12
2022484408,05-10-2016,1084,271,28,57,0,5.56,1.21,2.22
2022484408,05-11-2016,1133,224,25,58,0,3.99,1.15,4.18
2022484408,05-12-2016,728,236,16,16,0,4.44,0.67,1.28
2026352035,04-12-2016,706,181,8,3,0,2.2,0.35,0.19
2026352035,4/13/2016,663,238,0,0,0,3.1,0,0
2026352035,4/14/2016,653,197,0,0,0,2.05,0,0
2026352035,4/15/2016,687,188,0,0,0,2.37,0,0
2026352035,4/16/2016,728,150,0,0,0,1.58,0,0
2026352035,4/17/2016,1053,60,0,0,0,0.52,0,0
2026352035,4/18/2016,1062,182,0,0,0,2.06,0,0
2026352035,4/19/2016,785,141,0,0,0,1.5,0,0
2026352035,4/20/2016,623,327,0,0,0,4.48,0,0
2026352035,4/21/2016,749,153,0,0,0,1.53,0,0
2026352035,4/22/2016,712,162,0,0,0,1.81,0,0
2026352035,4/23/2016,458,432,0,0,0,7.71,0,0
2026352035,4/24/2016,704,164,0,0,0,2.16,0,0
2026352035,4/25/2016,821,260,0,0,0,3.73,0,0
2026352035,4/26/2016,1018,288,0,0,0,3.68,0,0
2026352035,4/27/2016,586,286,0,0,0,3.77,0,0
2026352035,4/28/2016,626,331,0,0,0,3.95,0,0
2026352035,4/29/2016,492,352,0,0,0,4.71,0,0
2026352035,4/30/2016,594,233,0,0,0,2.93,0,0
2026352035,05-01-2016,716,191,0,0,0,2.28,0,0
2026352035,05-02-2016,716,355,0,0,0,4.35,0,0
2026352035,05-03-2016,981,304,0,0,0,3.72,0,0
2026352035,05-04-2016,530,345,0,0,0,4.07,0,0
2026352035,05-05-2016,479,475,0,0,0,7.54,0,0
2026352035,05-06-2016,511,383,0,0,0,5.08,0,0
2026352035,05-07-2016,665,229,0,0,0,2.6,0,0
2026352035,05-08-2016,610,258,0,0,0,3.45,0,0
2026352035,05-09-2016,543,401,0,0,0,6.6,0,0
2026352035,05-10-2016,1002,17,0,0,0,0.16,0,0
2026352035,05-11-2016,569,330,0,0,0,5.32,0,0
2026352035,05-12-2016,330,343,0,0,0,5.51,0,0
2320127002,04-12-2016,1112,306,9,13,0,6.01,0.31,1.17
2320127002,4/13/2016,1105,335,0,0,0,4.9,0,0
2320127002,4/14/2016,1249,191,0,0,0,2.68,0,0
2320127002,4/15/2016,1195,245,0,0,0,3.51,0,0
2320127002,4/16/2016,1245,195,0,0,0,3.4,0,0
2320127002,4/17/2016,1191,249,0,0,0,4.18,0,0
2320127002,4/18/2016,1173,260,7,0,0,4.14,0.26,0
2320127002,4/19/2016,1201,228,11,0,0,3.66,0.38,0
2320127002,4/20/2016,1146,283,11,0,0,4.34,0.49,0
2320127002,4/21/2016,1302,127,10,1,0,1.81,0.42,0.06
2320127002,4/22/2016,1174,266,0,0,0,3.76,0,0
2320127002,4/23/2016,1129,242,0,0,0,3.42,0,0
2320127002,4/24/2016,1236,204,0,0,0,2.8,0,0
2320127002,4/25/2016,1280,152,5,3,0,1.99,0.2,0.23
2320127002,4/26/2016,1293,147,0,0,0,2.3,0,0
2320127002,4/27/2016,1358,82,0,0,0,1.16,0,0
2320127002,4/28/2016,1364,76,0,0,0,1.03,0,0
2320127002,4/29/2016,1395,45,0,0,0,0.62,0,0
2320127002,4/30/2016,1206,234,0,0,0,3.07,0,0
2320127002,05-01-2016,1400,40,0,0,0,0.52,0,0
2320127002,05-02-2016,1306,123,6,5,0,1.88,0.21,0.36
2320127002,05-03-2016,1204,206,10,20,0,3.16,0.37,1.49
2320127002,05-04-2016,1388,52,0,0,0,0.81,0,0
2320127002,05-05-2016,1206,223,11,0,0,3.11,0.39,0
2320127002,05-06-2016,1236,204,0,0,0,3.29,0,0
2320127002,05-07-2016,1121,319,0,0,0,4.97,0,0
2320127002,05-08-2016,1193,247,0,0,0,3.47,0,0
2320127002,05-09-2016,1295,145,0,0,0,2.08,0,0
2320127002,05-10-2016,1150,290,0,0,0,4.2,0,0
2320127002,05-11-2016,1140,300,0,0,0,4.33,0,0
2320127002,05-12-2016,830,128,0,0,0,1.79,0,0
2347167796,04-12-2016,964,320,13,28,0,4.2,0.62,2
2347167796,4/13/2016,676,195,32,19,0,3.41,1.94,1.66
2347167796,4/14/2016,705,206,48,1,0,3.94,2.74,0.02
2347167796,4/15/2016,720,284,24,1,0,5.43,1.42,0.07
2347167796,4/16/2016,968,268,72,66,0,5.53,4.1,5.45
2347167796,4/17/2016,508,249,7,1,0,3.26,0.28,0.08
2347167796,4/18/2016,678,206,16,11,0,3.79,0.86,0.79
2347167796,4/19/2016,648,382,7,0,0,4.44,0,0
2347167796,4/20/2016,1011,269,43,11,0,4.78,1.81,0.68
2347167796,4/21/2016,761,208,26,23,0,3.38,1.53,1.85
2347167796,4/22/2016,781,206,27,9,0,2.92,1.68,0.56
2347167796,4/23/2016,591,360,35,32,0,7.15,1.45,2.78
2347167796,4/24/2016,584,360,0,0,0,6.26,0,0
2347167796,4/25/2016,653,277,11,15,0,4.6,0.52,1.27
2347167796,4/26/2016,732,227,0,0,0,3.95,0,0
2347167796,4/27/2016,623,295,9,26,0,5.32,0.4,1.86
2347167796,4/28/2016,764,229,0,0,0,3.6,0,0
2347167796,4/29/2016,2,4,0,0,0,0.03,0,0
2873212765,04-12-2016,1061,356,21,2,0,4.88,0.93,0.11
2873212765,4/13/2016,1028,404,8,0,0.02,4.88,0.22,0
2873212765,4/14/2016,1109,331,0,0,0,5.32,0,0
2873212765,4/15/2016,992,448,0,0,0.01,5.69,0,0
2873212765,4/16/2016,1087,305,1,47,0.01,3.51,0.02,3.11
2873212765,4/17/2016,1272,160,8,0,0,1.34,0.35,0
2873212765,4/18/2016,1122,311,6,1,0,4.89,0.28,0.07
2873212765,4/19/2016,1051,389,0,0,0,5.36,0,0
2873212765,4/20/2016,1035,378,5,22,0.01,4.66,0.12,1.51
2873212765,4/21/2016,1057,371,10,2,0.01,5.47,0.37,0.13
2873212765,4/22/2016,1028,366,0,46,0.02,4.42,0,0.46
2873212765,4/23/2016,1077,330,5,28,0.01,4.02,0.23,2.09
2873212765,4/24/2016,1203,190,1,46,0,1.62,0.06,3
2873212765,4/25/2016,1081,359,0,0,0,4.95,0,0
2873212765,4/26/2016,1124,309,5,2,0,5.24,0.18,0.12
2873212765,4/27/2016,1197,197,0,46,0,2.36,0,0
2873212765,4/28/2016,1192,213,7,28,0,2.91,0.34,2.16
2873212765,4/29/2016,1191,206,23,20,0,2.18,1.41,1.36
2873212765,4/30/2016,1167,248,20,5,0.01,4.26,1.08,0.33
2873212765,05-01-2016,1219,196,18,7,0,3.44,1.04,0.49
2873212765,05-02-2016,1099,334,7,0,0.02,4.83,0.21,0
2873212765,05-03-2016,1070,363,6,1,0.01,4.66,0.25,0.06
2873212765,05-04-2016,1020,420,0,0,0,5.56,0,0
2873212765,05-05-2016,1093,311,23,13,0,4.03,0.8,0.78
2873212765,05-06-2016,1065,370,5,0,0.01,4.61,0.12,0
2873212765,05-07-2016,1302,52,11,75,0,0.55,0.55,2.28
2873212765,05-08-2016,1068,326,0,46,0,2.64,0,2.9
2873212765,05-09-2016,1095,345,0,0,0,5.19,0,0
2873212765,05-10-2016,1067,373,0,0,0.01,5.55,0,0
2873212765,05-11-2016,1121,319,0,0,0.01,4.32,0,0
2873212765,05-12-2016,720,268,0,0,0,5.11,0,0
3372868164,04-12-2016,1160,280,0,0,0.01,3.23,0,0
3372868164,4/13/2016,1045,371,8,16,0.02,5.27,0.34,0.99
3372868164,4/14/2016,1039,370,25,6,0.01,4.65,1.03,0.34
3372868164,4/15/2016,1105,335,0,0,0.02,5.06,0,0
3372868164,4/16/2016,1084,356,0,0,0.029999999,4.7,0,0
3372868164,4/17/2016,1105,322,2,11,0.01,4.36,0.1,1.41
3372868164,4/18/2016,1070,343,7,20,0,3.35,0.2,1.08
3372868164,4/19/2016,1064,376,0,0,0.02,5.24,0,0
3372868164,4/20/2016,1148,274,3,15,0.02,2.38,0.09,0.84
3372868164,4/21/2016,1037,376,9,18,0.01,4.64,0.26,1.15
3372868164,4/22/2016,1234,206,0,0,0.01,2.61,0,0
3372868164,4/23/2016,1115,303,2,20,0,3.58,0.08,1.4
3372868164,4/24/2016,1127,292,7,14,0.02,3.49,0.19,0.89
3372868164,4/25/2016,1024,416,0,0,0,4.09,0,0
3372868164,4/26/2016,1083,333,2,22,0.01,3.87,0.05,1.85
3372868164,4/27/2016,1057,346,13,24,0.01,3.19,0.63,1.58
3372868164,4/28/2016,1055,385,0,0,0,3.76,0,0
3372868164,4/29/2016,1038,402,0,0,0.01,6.22,0,0
3372868164,4/30/2016,1119,300,4,17,0.01,2.42,0.09,1.06
3372868164,05-01-2016,842,172,0,0,0,2.09,0,0
3977333714,04-12-2016,777,131,19,44,0,2.01,0.91,3.06
3977333714,4/13/2016,754,153,46,31,0,2.55,2.13,2.03
3977333714,4/14/2016,801,214,23,5,0,3.82,0.97,0.32
3977333714,4/15/2016,644,183,42,15,0,3.26,1.75,1.05
3977333714,4/16/2016,663,153,83,31,0,2.97,4,2.03
3977333714,4/17/2016,600,205,58,11,0,3.92,2.35,0.7
3977333714,4/18/2016,605,214,95,4,0,3.82,3.73,0.25
3977333714,4/19/2016,738,221,67,19,0,3.96,2.45,2.24
3977333714,4/20/2016,845,164,98,2,0,3.28,4.35,0.2
3977333714,4/21/2016,712,242,0,0,0,4.06,0,0
3977333714,4/22/2016,731,188,12,33,0,3.06,0.58,2.33
3977333714,4/23/2016,724,252,92,0,0,3.85,4.22,0
3977333714,4/24/2016,660,129,95,30,0,2.17,4.56,3.27
3977333714,4/25/2016,781,133,9,50,0,2.41,0.43,5.62
3977333714,4/26/2016,797,170,95,7,0,2.95,4.22,0.45
3977333714,4/27/2016,714,176,10,0,0,4.62,0.42,0
3977333714,4/28/2016,804,190,8,15,0,3.22,0.29,1.37
3977333714,4/29/2016,744,150,32,36,0,2.71,1.3,3.74
3977333714,4/30/2016,687,194,52,43,0,3.41,2.1,3.69
3977333714,05-01-2016,691,124,40,41,0,2.41,1.98,2.67
3977333714,05-02-2016,713,176,143,24,0,3.02,6.48,1.54
3977333714,05-03-2016,594,258,41,47,0,4.53,1.74,3.32
3977333714,05-04-2016,852,142,96,14,0,2.89,4.58,1.81
3977333714,05-05-2016,680,178,88,14,0,2.71,4.11,1.76
3977333714,05-06-2016,676,168,55,29,0,2.67,2.51,3.11
3977333714,05-07-2016,703,208,86,0,0,3.59,4.13,0
3977333714,05-08-2016,688,171,116,9,0,3.17,5.24,0.68
3977333714,05-09-2016,1159,151,122,8,0,3.55,5.6,0.77
3977333714,05-10-2016,676,196,115,1,0,3.31,5.4,0.07
3977333714,05-11-2016,13,9,0,4,0,0.13,0,0.37
4020332650,04-12-2016,712,331,15,4,0,5.68,0.24,0.15
4020332650,4/13/2016,1440,0,0,0,0,0,0,0
4020332650,4/14/2016,1437,3,0,0,0,0.03,0,0
4020332650,4/15/2016,1299,87,18,36,0,0.77,0.36,0.21
4020332650,4/16/2016,1222,55,21,65,0,0.59,0.37,0.45
4020332650,4/17/2016,1438,2,0,0,0,0.01,0,0
4020332650,4/18/2016,1438,2,0,0,0,0.04,0,0
4020332650,4/19/2016,1440,0,0,0,0,0,0,0
4020332650,4/20/2016,1440,0,0,0,0,0,0,0
4020332650,4/21/2016,1440,0,0,0,0,0,0,0
4020332650,4/22/2016,1440,0,0,0,0,0,0,0
4020332650,4/23/2016,1440,0,0,0,0,0,0,0
4020332650,4/24/2016,1440,0,0,0,0,0,0,0
4020332650,4/25/2016,1440,0,0,0,0,0,0,0
4020332650,4/26/2016,1440,0,0,0,0,0,0,0
4020332650,4/27/2016,1440,0,0,0,0,0,0,0
4020332650,4/28/2016,1440,0,0,0,0,0,0,0
4020332650,4/29/2016,1440,0,0,0,0,0,0,0
4020332650,4/30/2016,1440,0,0,0,0,0,0,0
4020332650,05-01-2016,1440,0,0,0,0,0,0,0
4020332650,05-02-2016,1350,31,11,0,0,0.29,0.04,0
4020332650,05-03-2016,950,174,0,0,0.050000001,3.15,0,0
4020332650,05-04-2016,531,346,46,13,0,5.58,1.04,0.67
4020332650,05-05-2016,916,196,42,38,0.07,4.04,1.68,2.62
4020332650,05-06-2016,855,177,0,0,0.01,3.1,0,0
4020332650,05-07-2016,1256,184,0,0,0,3.58,0,0
4020332650,05-08-2016,775,263,0,0,0,4.15,0,0
4020332650,05-09-2016,1225,173,5,3,0,2.94,0.12,0.2
4020332650,05-10-2016,774,206,0,0,0.039999999,3.87,0,0
4020332650,05-11-2016,1296,134,8,2,0,2.33,0.17,0.11
4020332650,05-12-2016,721,21,0,0,0,0.41,0,0
4057192912,04-12-2016,1276,164,0,0,0,3.94,0,0
4057192912,4/13/2016,1280,160,0,0,0,4.37,0,0
4057192912,4/14/2016,1440,0,0,0,0,0,0,0
4057192912,4/15/2016,873,88,6,3,0,2.44,0.26,0.21
4319703577,04-12-2016,1440,0,0,0,0,0,0,0
4319703577,4/13/2016,1234,96,15,8,0,1.31,0.59,0.53
4319703577,4/14/2016,589,339,9,1,0,6.44,0.33,0.11
4319703577,4/15/2016,752,228,0,0,0,3.8,0,0
4319703577,4/16/2016,724,194,0,0,0,3.18,0,0
4319703577,4/17/2016,1363,3,0,0,0,0.02,0,0
4319703577,4/18/2016,824,58,9,1,0,1.12,0.33,0.07
4319703577,4/19/2016,604,311,0,0,0,5.99,0,0
4319703577,4/20/2016,671,306,18,0,0,5.31,0.68,0
4319703577,4/21/2016,1265,34,0,0,0,0.35,0,0
4319703577,4/22/2016,709,176,19,1,0,2.15,0.81,0.06
4319703577,4/23/2016,546,233,0,0,0,3.31,0,0
4319703577,4/24/2016,692,191,5,1,0,2.47,0.2,0.06
4319703577,4/25/2016,544,390,8,0,0,5.93,0.28,0
4319703577,4/26/2016,649,288,21,8,0,5.15,0.92,0.57
4319703577,4/27/2016,680,300,47,6,0,4.91,1.92,0.41
4319703577,4/28/2016,552,359,8,13,0,5.94,0.33,1.01
4319703577,4/29/2016,624,289,18,6,0,4.12,0.79,0.45
4319703577,4/30/2016,695,196,38,6,0,3.51,1.61,0.4
4319703577,05-01-2016,836,67,0,0,0,0.84,0,0
4319703577,05-02-2016,585,344,11,0,0,5.71,0.44,0
4319703577,05-03-2016,669,287,26,8,0,4.83,1.07,0.58
4319703577,05-04-2016,1106,313,13,8,0,5.85,0.58,0.59
4319703577,05-05-2016,957,328,34,27,0,5.45,1.41,2.63
4319703577,05-06-2016,692,314,11,6,0,5.46,0.47,0.41
4319703577,05-07-2016,586,279,28,3,0,4.08,1.05,0.19
4319703577,05-08-2016,603,153,0,0,0,2.46,0,0
4319703577,05-09-2016,490,374,14,2,0,6.25,0.56,0.14
4319703577,05-10-2016,555,329,12,3,0,5.7,0.46,0.21
4319703577,05-11-2016,574,311,18,3,0,5.18,0.74,0.2
4319703577,05-12-2016,0,2,0,0,0,0.01,0,0
4388161847,04-12-2016,1440,0,0,0,0,0,0,0
4388161847,4/13/2016,1275,150,14,1,0,3.88,0.63,0.06
4388161847,4/14/2016,945,219,35,10,0,5.62,1.07,0.13
4388161847,4/15/2016,837,299,0,0,0,6.73,0,0
4388161847,4/16/2016,609,253,9,6,0,4.45,0.4,0.21
4388161847,4/17/2016,721,201,0,0,0,3.58,0,0
4388161847,4/18/2016,1017,239,8,27,0,5.14,0.4,3.56
4388161847,4/19/2016,704,249,16,20,0,5.77,0.69,1.37
4388161847,4/20/2016,696,228,42,19,0,5.29,1.72,1.1
4388161847,4/21/2016,853,272,12,7,0,6.98,0.39,0.37
